iter	RMSE
498	9.12108956
499	9.117726332
500	9.112839489
501	9.10938254
502	9.105625616
503	9.103424966
504	9.102834901
505	9.10089508
506	9.098677951
507	9.098239669
508	9.094978245
509	9.09068425
510	9.087108537
511	9.0832205
512	9.079115233
513	9.075741773
514	9.070956622
515	9.06719243
516	9.066164703
517	9.065825291
518	9.062241465
519	9.057292584
520	9.052931295
521	9.049841058
522	9.048567049
523	9.048409428
524	9.043452382
525	9.042862052
526	9.04201409
527	9.036423391
528	9.035487352
529	9.031464799
530	9.026539176
531	9.023701972
532	9.019741906
533	9.016800968
534	9.013910856
535	9.011454277
536	9.00712139
537	9.002008149
538	8.998597917
539	8.995407592
540	8.990978106
541	8.986854844
542	8.981398773
543	8.979347358
544	8.975537998
545	8.9732842
546	8.968152355
547	8.965019844
548	8.95945092
549	8.957892063
550	8.955136227
551	8.951385146
552	8.944470982
553	8.942464424
554	8.938549628
555	8.935271566
556	8.929507017
557	8.92526819
558	8.923175874
559	8.920529765
560	8.91920863
561	8.917092863
562	8.912642745
563	8.909377871
564	8.90365264
565	8.899219507
566	8.894679374
567	8.892898407
568	8.888421863
569	8.888010819
570	8.884993724
571	8.883877951
572	8.88119457
573	8.877019558
574	8.873727763
575	8.871919641
576	8.868744395
577	8.86441481
578	8.861002898
579	8.859415079
580	8.856069797
581	8.849823504
582	8.847855985
583	8.845372811
584	8.841262363
585	8.837091283
586	8.832580526
587	8.832359778
588	8.827748726
589	8.826903434
590	8.822484066
591	8.820724694
592	8.817999215
593	8.815418421
594	8.811901862
595	8.808294607
596	8.80636003
597	8.80429305
598	8.800697153
599	8.798390146
600	8.795691983
601	8.792761955
602	8.789636964
603	8.787494415
604	8.782821628
605	8.782337531
606	8.777482978
607	8.77515498
608	8.772715314
609	8.770755816
610	8.767611348
611	8.76449892
612	8.761825638
613	8.757557129
614	8.753079135
615	8.750387345
616	8.745918657
617	8.743068459
618	8.740452554
619	8.737051566
620	8.733935355
621	8.732200003
622	8.728739144
623	8.727299273
624	8.725863343
625	8.722005677
626	8.719773751
627	8.716949352
628	8.714568122
629	8.71217155
630	8.71047176
631	8.70729277
632	8.703782689
633	8.701764278
634	8.698329847
635	8.696989242
636	8.691200369
637	8.684790939
638	8.682923816
639	8.680859171
640	8.680581196
641	8.67499653
642	8.672689023
643	8.669940504
644	8.668025667
645	8.665348469
646	8.66187481
647	8.657448264
648	8.653557379
649	8.650701156
650	8.646747316
651	8.642327962
652	8.640077815
653	8.635943551
654	8.633245356
655	8.630761148
656	8.626823736
657	8.622861423
658	8.619586957
659	8.617310631
660	8.614237171
661	8.61388049
662	8.611261305
663	8.606954405
664	8.604318513
665	8.600175554
666	8.596051238
667	8.593994721
668	8.591165957
669	8.588038905
670	8.587604935
671	8.58467307
672	8.582211017
673	8.578587403
674	8.574924333
675	8.573162641
676	8.569861619
677	8.568183505
678	8.565246277
679	8.562185844
680	8.560450733
681	8.558800432
682	8.55703497
683	8.554616682
684	8.5514827
685	8.548600629
686	8.54774762
687	8.545729616
688	8.545629531
689	8.5438128
690	8.540612805
691	8.5377102
692	8.534387003
693	8.529914792
694	8.527565647
695	8.524962244
696	8.522379212
697	8.519398515
698	8.518666681
699	8.518305005
700	8.515068941
701	8.51261351
702	8.510266519
703	8.507415194
704	8.503359692
705	8.50118917
706	8.498741996
707	8.496116192
708	8.493800179
709	8.491313912
710	8.488624081
711	8.485814963
712	8.481650784
713	8.47927746
714	8.477132365
715	8.472635818
716	8.467514186
717	8.465504595
718	8.461871196
719	8.45798687
720	8.456122428
721	8.453627534
722	8.449747078
723	8.447594218
724	8.445666472
725	8.443521246
726	8.440631002
727	8.438130973
728	8.435893907
729	8.432484964
730	8.429769339
731	8.428498122
732	8.424806292
733	8.422384419
734	8.420135461
735	8.416862634
736	8.413174889
737	8.410149982
738	8.406420072
739	8.404652943
740	8.402023695
741	8.401789705
742	8.398138227
743	8.394476851
744	8.393233824
745	8.388452809
746	8.386976221
747	8.384546037
748	8.38334697
749	8.381280512
750	8.378502935
751	8.377225922
752	8.375205235
753	8.37248322
754	8.368804874
755	8.366960486
756	8.363757126
757	8.359060726
758	8.356192962
759	8.353011474
760	8.350351986
761	8.347949731
762	8.344751724
763	8.340016964
764	8.339923388
765	8.337472439
766	8.33488168
767	8.332904214
768	8.331035869
769	8.328666501
770	8.325702229
771	8.322019464
772	8.319887022
773	8.316291798
774	8.316211257
775	8.313422944
776	8.310528906
777	8.306169051
778	8.302548128
779	8.300089327
780	8.298702516
781	8.296954947
782	8.294878475
783	8.291691455
784	8.287627423
785	8.285591882
786	8.283060507
787	8.279516723
788	8.27613049
789	8.274349311
790	8.272444312
791	8.270655249
792	8.268982545
793	8.266585351
794	8.262783434
795	8.259036509
796	8.25574484
797	8.251969184
798	8.249984489
799	8.248462505
800	8.244785869
801	8.242017327
802	8.240125999
803	8.238378373
804	8.235897567
805	8.232621626
806	8.231441891
807	8.231390947
808	8.229092648
809	8.22594864
810	8.223864904
811	8.22086826
812	8.220215207
813	8.215821357
814	8.213348989
815	8.209770275
816	8.209702681
817	8.207936868
818	8.204931835
819	8.203234976
820	8.198710118
821	8.196528575
822	8.192153078
823	8.189414838
824	8.187850969
825	8.185412684
826	8.18282978
827	8.179503198
828	8.177738404
829	8.175680186
830	8.172729237
831	8.170636488
832	8.170369969
833	8.167728267
834	8.16524827
835	8.162874157
836	8.162168403
837	8.159895247
838	8.155598955
839	8.152081031
840	8.150443585
841	8.150370218
842	8.148595022
843	8.145029664
844	8.14225616
845	8.139649249
846	8.13774777
847	8.135382869
848	8.133254588
849	8.130934249
850	8.127953069
851	8.125871145
852	8.12354481
853	8.123478473
854	8.121107597
855	8.117129824
856	8.115227863
857	8.11363932
858	8.111692786
859	8.109668256
860	8.105576679
861	8.103722856
862	8.101873125
863	8.09841944
864	8.095997407
865	8.094821592
866	8.09150439
867	8.090053899
868	8.089884996
869	8.089811952
870	8.089359059
871	8.088064378
872	8.088005257
873	8.087416525
874	8.084200563
875	8.081611501
876	8.081318987
877	8.079660128
878	8.076672787
879	8.074233473
880	8.074182832
881	8.073880116
882	8.070655557
883	8.068842594
884	8.066338981
885	8.063855116
886	8.062354085
887	8.059475849
888	8.056430565
889	8.054436022
890	8.051856165
891	8.049241231
892	8.046449316
893	8.044547509
894	8.043586145
895	8.041668517
896	8.041618912
897	8.040693338
898	8.039933002
899	8.038163648
900	8.036114911
901	8.034341183
902	8.033683565
903	8.032917256
904	8.030789402
905	8.029173333
906	8.026941378
907	8.024911359
908	8.023227294
909	8.020981762
910	8.019589173
911	8.016960525
912	8.01509106
913	8.010570461
914	8.008702304
915	8.005975369
916	8.004819362
917	8.002631945
918	8.00004477
919	7.997728254
920	7.996198503
921	7.995034842
922	7.992203247
923	7.989547632
924	7.98679896
925	7.985566133
926	7.983446816
927	7.981745438
928	7.979901605
929	7.976032414
930	7.972223338
931	7.96920507
932	7.967942615
933	7.966205593
934	7.963314461
935	7.960070034
936	7.95780071
937	7.956774106
938	7.954366889
939	7.951245322
940	7.950154861
941	7.94744829
942	7.944773513
943	7.940224944
944	7.936957286
945	7.933079739
946	7.931466402
947	7.929068279
948	7.926150628
949	7.924104924
950	7.920859354
951	7.918170281
952	7.916253084
953	7.915213049
954	7.915127399
955	7.911856769
956	7.911469738
957	7.908073072
958	7.906109956
959	7.903679335
960	7.900645789
961	7.897935472
962	7.896129378
963	7.895691433
964	7.892484578
965	7.889595604
966	7.88821149
967	7.886825634
968	7.885210331
969	7.881672315
970	7.878830399
971	7.877054947
972	7.877013735
973	7.87306095
974	7.870581585
975	7.868137308
976	7.865349397
977	7.862325116
978	7.860143909
979	7.858321594
980	7.856655257
981	7.854362053
982	7.851556913
983	7.848075475
984	7.845928384
985	7.844090756
986	7.840973731
987	7.838532303
988	7.836746823
989	7.834697248
990	7.833557911
991	7.830403933
992	7.828069966
993	7.824478061
994	7.821116894
995	7.818846065
996	7.817091255
997	7.813598418
998	7.812052791
999	7.809708791
